1.00E+01,5.16E-05,4.14E-05,1.68E-05;
2.00E+01,3.23E-04,4.68E-05,5.52E-05;
4.00E+01,2.76E-03,2.08E-04,4.16E-04;
8.00E+01,1.85E-02,4.00E-04,3.40E-03;
1.60E+02,1.38E-01,1.17E-03,2.88E-02;
3.20E+02,1.05E+00,3.43E-03,2.45E-01;
640,7.96E+00,1.56E-02,2.07E+00;
1.28E+03,6.06E+01,9.60E-02,1.78E+01;
